AMF,Hg,ZIP6,sd,tukey
AMF,0,30.276857280210574,10.900198395201581,b
AMF,25,33.516986879622856,6.351235563800582,b
AMF,50,24.649528372088987,11.40242804756796,b
Control,0,1.1300225934163242,0.6729552669028235,a
Control,25,5.619407241735618,5.139271112813237,a
Control,50,0.8823964292649781,0.3583849082979614,a
